recording id,timestamp [ns],name,type,id,participant
f4fb6339-25ad-4641-8664-006633c7c321,1661626805725e6,cspeech.start,cloud,1225,p
f4fb6339-25ad-4641-8664-006633c7c321,1661626934487e6,cspeech.end,cloud,1225,p
f4fb6339-25ad-4641-8664-006633c7c321,1661627130879e6,recording.end,recording,1225,p
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207364304e6,recording.begin,recording,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207584187e6,pprep.start,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207704012e6,pprep.end,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207706385e6,pspeech.start,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207826972e6,pspeech.end,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657207921187e6,cprep.start,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657208042195e6,cprep.end,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1.6572080447219999e+18,cspeech.start,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657208165555e6,cspeech.end,cloud,1226,c
f71e9798-dfa7-4460-8733-d044b48d52c5,1657208312605e6,recording.end,recording,1226,c
78daec72-37ac-4187-bc29-2052b6b17f5f,1658079371905e6,recording.begin,recording,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658079675257e6,pprep.start,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658079795587e6,pprep.end,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1.6580797979500001e+18,pspeech.start,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658079919075e6,pspeech.end,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658080025661e6,cprep.start,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658080145255e6,cprep.end,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658080147797e6,cspeech.start,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658080270231e6,cspeech.end,cloud,1227,p
78daec72-37ac-4187-bc29-2052b6b17f5f,1658080450372e6,recording.end,recording,1227,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1657638638283e6,recording.begin,recording,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1657638988025e6,pprep.start,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1657639108559e6,pprep.end,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1657639110789e6,pspeech.start,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1.6576392295580001e+18,pspeech.end,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,16576393474e8,cprep.start,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1.6576394654019999e+18,cprep.end,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1.6576394677660001e+18,cspeech.start,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1.6576395873820001e+18,cspeech.end,cloud,1228,p
4b67c5dd-2e3c-486a-9843-f7b01eea3f27,1657639783611e6,recording.end,recording,1228,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665950541936e6,recording.begin,recording,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665950916499e6,pprep.start,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665951033488e6,pprep.end,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1.6659510357779999e+18,pspeech.start,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665951156615e6,pspeech.end,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,166595130304e7,cprep.start,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1.6659514201859999e+18,cprep.end,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1.6659514227299999e+18,cspeech.start,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665951543029e6,cspeech.end,cloud,1232,p
0bfab0fa-3719-4e50-8bb3-43f6ef2fb970,1665951769409e6,recording.end,recording,1232,p
c3ebd64d-05a5-4d15-9327-bf8a42228355,1.6567744750499999e+18,recording.begin,recording,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656774725124e6,pprep.start,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656774844883e6,pprep.end,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656774847053e6,pspeech.start,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656774967701e6,pspeech.end,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656775046632e6,cprep.start,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1.6567751680899999e+18,cprep.end,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1.6567751704579999e+18,cspeech.start,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1.6567752914220001e+18,cspeech.end,cloud,1235,c
c3ebd64d-05a5-4d15-9327-bf8a42228355,1656775442364e6,recording.end,recording,1235,c
4b76abbf-52db-4207-af13-a516ae471075,1.6579853325939999e+18,recording.begin,recording,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657985612753e6,pprep.start,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657985733408e6,pprep.end,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657985736123e6,pspeech.start,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1.6579858567660001e+18,pspeech.end,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657985939083e6,cprep.start,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657986059111e6,cprep.end,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657986062017e6,cspeech.start,cloud,1236,p
4b76abbf-52db-4207-af13-a516ae471075,1657986105189e6,recording.end,recording,1236,p
df417014-32d0-4ecd-885f-92a15b16c946,1.6592935827539999e+18,recording.begin,recording,1237,c
df417014-32d0-4ecd-885f-92a15b16c946,1659293852736e6,pprep.start,cloud,1237,c
df417014-32d0-4ecd-885f-92a15b16c946,1.6592939906659999e+18,pprep.end,cloud,1237,c
df417014-32d0-4ecd-885f-92a15b16c946,1659294017965e6,pspeech.start,cloud,1237,c
df417014-32d0-4ecd-885f-92a15b16c946,1659294148264e6,pspeech.end,cloud,1237,c
df417014-32d0-4ecd-885f-92a15b16c946,1659294426871e6,recording.end,recording,1237,c
60e60065-baa5-4fb7-b824-2fbfa93c9238,1659293582773e6,recording.begin,recording,1237,p
60e60065-baa5-4fb7-b824-2fbfa93c9238,1.6592938527100001e+18,pprep.start,cloud,1237,p
60e60065-baa5-4fb7-b824-2fbfa93c9238,165929399064e7,pprep.end,cloud,1237,p
60e60065-baa5-4fb7-b824-2fbfa93c9238,1659294017939e6,pspeech.start,cloud,1237,p
60e60065-baa5-4fb7-b824-2fbfa93c9238,1.6592941482380001e+18,pspeech.end,cloud,1237,p
60e60065-baa5-4fb7-b824-2fbfa93c9238,1659294426864e6,recording.end,recording,1237,p
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,165625662184e7,recording.begin,recording,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656256857985e6,pprep.start,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1.6562569805539999e+18,pprep.end,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656256982649e6,pspeech.start,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656257103615e6,pspeech.end,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656257187809e6,cprep.start,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656257319859e6,cprep.end,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656257321996e6,cspeech.start,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1.6562574438579999e+18,cspeech.end,cloud,1238,c
d09a9c8d-7284-43b2-bbcf-55ce982f5bcf,1656257632683e6,recording.end,recording,1238,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656690263953e6,recording.begin,recording,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656690580635e6,pprep.start,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656690700119e6,pprep.end,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1.6566907021859999e+18,pspeech.start,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656690823633e6,pspeech.end,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656690913455e6,cprep.start,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656691032283e6,cprep.end,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1.6566910348339999e+18,cspeech.start,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1656691155491e6,cspeech.end,cloud,1239,c
2b5780a4-61e5-43b1-9d69-c9d5c362b539,1.6566914115299999e+18,recording.end,recording,1239,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674401991541e6,recording.begin,recording,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674402504816e6,pprep.start,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,167440262384e7,pprep.end,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674402626097e6,pspeech.start,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674402745343e6,pspeech.end,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674402877692e6,cprep.start,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1.6744029992659999e+18,cprep.end,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674403001451e6,cspeech.start,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1.6744031215619999e+18,cspeech.end,cloud,1240,c
0f184843-7153-4a0d-9db7-dbc83ef03a03,1674403331257e6,recording.end,recording,1240,c
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658156746737e6,recording.begin,recording,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658156999305e6,pprep.start,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157120303e6,pprep.end,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157122985e6,pspeech.start,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157246817e6,pspeech.end,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1.6581573402019999e+18,cprep.start,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1.6581574612140001e+18,cprep.end,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157463477e6,cspeech.start,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157583896e6,cspeech.end,cloud,1242,p
e3f349eb-4429-418a-85c2-e4ef0cb8e3e0,1658157791603e6,recording.end,recording,1242,p
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658678890663e6,recording.begin,recording,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679086457e6,pprep.start,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679206861e6,pprep.end,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679209029e6,pspeech.start,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679330469e6,pspeech.end,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679407392e6,cprep.start,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679528524e6,cprep.end,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1.6586795309020001e+18,cspeech.start,cloud,1244,c
c786c946-08b1-4e52-860d-c0b9f0cc4f69,1658679555015e6,recording.end,recording,1244,c
417e4031-5944-4e3e-882a-ce862cffe1bd,1658759438533e6,recording.begin,recording,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658759660999e6,pprep.start,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658759781903e6,pprep.end,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658759784217e6,pspeech.start,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1.6587599050899999e+18,pspeech.end,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658760005187e6,cprep.start,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1.6587601268460001e+18,cprep.end,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658760128993e6,cspeech.start,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1.6587602499459999e+18,cspeech.end,cloud,1245,p
417e4031-5944-4e3e-882a-ce862cffe1bd,1658760358713e6,recording.end,recording,1245,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658339826569e6,recording.begin,recording,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658340107467e6,pprep.start,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1.6583402252860001e+18,pprep.end,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1.6583402276940001e+18,pspeech.start,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658340348809e6,pspeech.end,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658340445727e6,cprep.start,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658340566431e6,cprep.end,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1658340568783e6,cspeech.start,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1.6583406902300001e+18,cspeech.end,cloud,1246,p
e6b36caf-3647-4eac-a03f-a68fa2cbd8ed,1.6583408633580001e+18,recording.end,recording,1246,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1659027072268e6,recording.begin,recording,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,16590272535e8,pprep.start,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1.6590273753420001e+18,pprep.end,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1659027376824e6,pspeech.start,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1659027498539e6,pspeech.end,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1.6590275747459999e+18,cprep.start,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1659027696231e6,cprep.end,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,165902769868e7,cspeech.start,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1.6590278199420001e+18,cspeech.end,cloud,1247,p
a6178af2-f8cc-4ce5-a1eb-b9caa6b0ebc8,1659027852289e6,recording.end,recording,1247,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663357609248e6,recording.begin,recording,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663357900415e6,pprep.start,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358032835e6,pprep.end,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358035055e6,pspeech.start,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358156515e6,pspeech.end,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358279413e6,cprep.start,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358405475e6,cprep.end,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358407135e6,cspeech.start,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358527885e6,cspeech.end,cloud,1248,p
5ee1ae6f-6e73-4b07-aba2-5e51e3faf73b,1663358715041e6,recording.end,recording,1248,p
4019458c-9a31-4392-8614-51b5441d7ccc,1.6615400790780001e+18,recording.begin,recording,1249,p
4019458c-9a31-4392-8614-51b5441d7ccc,1661540376987e6,pprep.start,cloud,1249,p
4019458c-9a31-4392-8614-51b5441d7ccc,1661540495808e6,pprep.end,cloud,1249,p
4019458c-9a31-4392-8614-51b5441d7ccc,1661540498025e6,pspeech.start,cloud,1249,p
4019458c-9a31-4392-8614-51b5441d7ccc,166154061698e7,pspeech.end,cloud,1249,p
4019458c-9a31-4392-8614-51b5441d7ccc,1661541150152e6,recording.end,recording,1249,p
55664b05-1233-4979-b990-0e7df81931bb,1.6706892631059999e+18,recording.begin,recording,1250,c
55664b05-1233-4979-b990-0e7df81931bb,1670689682815e6,pprep.start,cloud,1250,c
55664b05-1233-4979-b990-0e7df81931bb,1670689806971e6,pprep.end,cloud,1250,c
55664b05-1233-4979-b990-0e7df81931bb,167068980908e7,pspeech.start,cloud,1250,c
55664b05-1233-4979-b990-0e7df81931bb,1.6706899269580001e+18,pspeech.end,cloud,1250,c
55664b05-1233-4979-b990-0e7df81931bb,1.6706902295539999e+18,recording.end,recording,1250,c
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443300543e6,recording.begin,recording,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443492105e6,pprep.start,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443613147e6,pprep.end,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443615155e6,pspeech.start,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443733104e6,pspeech.end,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443826644e6,cprep.start,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443945679e6,cprep.end,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663443947805e6,cspeech.start,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1.6634440689939999e+18,cspeech.end,cloud,1251,p
c7408ef9-76b4-49ff-abad-bb82dbbe3577,1663444225595e6,recording.end,recording,1251,p
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1.6712936834620001e+18,recording.begin,recording,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,167129387506e7,pprep.start,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671293998099e6,pprep.end,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671293999869e6,pspeech.start,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671294122417e6,pspeech.end,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1.6712942733779999e+18,cprep.start,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671294397956e6,cprep.end,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671294399883e6,cspeech.start,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671294519123e6,cspeech.end,cloud,1252,c
bfefa42c-cc77-434c-8f9e-57d09595e9e6,1671294768079e6,recording.end,recording,1252,c
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662837544425e6,recording.begin,recording,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662837653168e6,pprep.start,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662837796371e6,pprep.end,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,166283779834e7,pspeech.start,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662837939727e6,pspeech.end,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662838052631e6,cprep.start,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662838186813e6,cprep.end,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662838188893e6,cspeech.start,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662838315533e6,cspeech.end,cloud,1253,p
6a5c6cf6-0801-41ff-a630-8b7a54c80a9d,1662838474723e6,recording.end,recording,1253,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1.6635160578700001e+18,recording.begin,recording,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1663516311152e6,pprep.start,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1.6635164328780001e+18,pprep.end,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1663516435177e6,pspeech.start,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1.6635165533740001e+18,pspeech.end,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1663516632972e6,cprep.start,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1663516752005e6,cprep.end,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1.6635167537340001e+18,cspeech.start,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1.6635168716140001e+18,cspeech.end,cloud,1254,p
04860538-b0f5-4d8a-b848-7dfd42434a41,1663517037048e6,recording.end,recording,1254,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,1665857768349e6,recording.begin,recording,1256,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,1665858093548e6,pprep.start,cloud,1256,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,166585827398e7,pprep.end,cloud,1256,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,1665858276779e6,pspeech.start,cloud,1256,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,1665858398335e6,pspeech.end,cloud,1256,p
495ad86c-d2b7-436e-bd79-517c35eb16a5,1665858759121e6,recording.end,recording,1256,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1668286084683e6,recording.begin,recording,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1.6682864780060001e+18,pprep.start,cloud,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1668286605693e6,pprep.end,cloud,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1.6682866078019999e+18,pspeech.start,cloud,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1.6682867406739999e+18,pspeech.end,cloud,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,166828681712e7,cprep.start,cloud,1258,p
88c77cca-26e0-4858-a3d3-cd2fa3ea5fd6,1668287052855e6,recording.end,recording,1258,p
ed0c6a00-ea95-4b03-b568-a671c346de09,1.6743346655779999e+18,recording.begin,recording,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674334994565e6,pprep.start,cloud,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674335111055e6,pprep.end,cloud,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674335113773e6,pspeech.start,cloud,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674335233708e6,pspeech.end,cloud,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674335341164e6,cprep.start,cloud,1263,c
ed0c6a00-ea95-4b03-b568-a671c346de09,1674335680304e6,recording.end,recording,1263,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675526957809e6,recording.begin,recording,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,167552761664e7,pprep.start,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,16755277398e8,pprep.end,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675527741477e6,pspeech.start,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675527865796e6,pspeech.end,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675527971983e6,cprep.start,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675528091151e6,cprep.end,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1.6755280934220001e+18,cspeech.start,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1675528213317e6,cspeech.end,cloud,1264,c
c28832f0-2566-4761-be4d-3f6ba3dea448,1.6755284207219999e+18,recording.end,recording,1264,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674595886553e6,recording.begin,recording,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596177284e6,pprep.start,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1.6745962971859999e+18,pprep.end,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596298801e6,pspeech.start,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,167459641748e7,pspeech.end,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596497208e6,cprep.start,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596614409e6,cprep.end,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596616264e6,cspeech.start,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596736323e6,cspeech.end,cloud,1266,c
d2d4a3b6-3403-49e3-a235-76ac736e0fd9,1674596966369e6,recording.end,recording,1266,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,167734684688e7,recording.begin,recording,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1.6773471375539999e+18,pprep.start,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1677347258512e6,pprep.end,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1677347260415e6,pspeech.start,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1677347380057e6,pspeech.end,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1.6773474810499999e+18,cprep.start,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1.6773476008499999e+18,cprep.end,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1677347602768e6,cspeech.start,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,1677347722711e6,cspeech.end,cloud,1267,c
53a7e80e-9a25-48f1-b44d-5067fc49502e,167734801782e7,recording.end,recording,1267,c
73f37fab-3c51-4536-869a-5f0e791eb202,1.6766495408579999e+18,recording.begin,recording,1270,c
73f37fab-3c51-4536-869a-5f0e791eb202,1.6766499743740001e+18,pprep.start,cloud,1270,c
73f37fab-3c51-4536-869a-5f0e791eb202,1676650095572e6,pprep.end,cloud,1270,c
73f37fab-3c51-4536-869a-5f0e791eb202,167665009922e7,pspeech.start,cloud,1270,c
73f37fab-3c51-4536-869a-5f0e791eb202,1676650221028e6,pspeech.end,cloud,1270,c
